0.011904762	0.0938
0.095238095	0.0979
0.182539683	0.1003
0.26984127	0.1027
0.353174603	0.105
0.432539683	0.106269841
0.511904762	0.107539683
0.603174603	0.109
0.686507937	0.11038871
0.765873016	0.11171129
0.849206349	0.1131
0.924603175	0.11398871
1.011904762	0.115017742
1.095238095	0.116
1.178571429	0.116904615
1.26984127	0.117895385
1.353174603	0.1188
1.432539683	0.119219355
1.511904762	0.11963871
1.599206349	0.1201
2.595238095	0.1226
3.345238095	0.1228
3.599206349	0.1229
3.841269841	0.1232
4.603174603	0.1232
