0.011904762	1858.195
0.095238095	1870.695
0.182539683	1883.931277
0.26984127	1898.131503
0.353174603	1912.221017
0.432539683	1925.326131
0.511904762	1938.521058
0.603174603	1953.807057
0.686507937	1968.747432
0.765873016	1983.082563
0.849206349	1998.246802
0.924603175	2011.403212
1.011904762	2026.745204
1.095238095	2041.498983
1.178571429	2056.502183
1.26984127	2073.0608
1.353174603	2088.295951
1.432539683	2101.604797
1.511904762	2114.998462
1.599206349	2129.830103
2.595238095	2294.023698
3.345238095	2416.123402
3.599206349	2451.457547
3.841269841	2494.2145
4.603174603	2650.785458
